gene,k,logFC,SE,z,P,FDR,I2,tau2,Q,direction
RER1,3,0.163,0.073,2.24,0.0250320428632803,0.0488842155156861,83.9,0.0126,12.39,up
TMED8,3,0.067,0.03,2.24,0.0250429163541064,0.0489013704482213,0,0,1.53,up
RP11-548K23.11,3,0.325,0.145,2.24,0.02504887831283,0.0489089325569303,91.1,0.0511,22.46,up
CTD-2396E7.11,3,-0.113,0.05,-2.24,0.0250626526883277,0.0489317461869111,0,0,1.63,down
ACADSB,3,-0.446,0.199,-2.24,0.0250655230934571,0.0489332691264062,84,0.0877,12.47,down
MSX1,3,-0.784,0.35,-2.24,0.0250713158146837,0.0489404963230429,81.9,0.2369,11.07,down
RP11-793H13.10,3,-0.326,0.146,-2.24,0.0250902451677803,0.0489733635564553,89.6,0.0533,19.3,down
EXOC6B,3,-0.459,0.205,-2.24,0.0250947155146892,0.0489780052929263,93.4,0.1066,30.21,down
MSR1,2,0.735,0.328,2.24,0.025108616304333,0.0490010503599942,84.4,0.184,6.4,up
AIF1,2,0.368,0.164,2.24,0.025111229266233,0.0490020645126082,80.6,0.044,5.16,up
NAP1L3,3,-1.26,0.563,-2.24,0.0251678370073541,0.0491058111850803,94,0.7475,33.24,down
MIAT,3,1.058,0.473,2.24,0.0251685899696097,0.0491058111850803,95.2,0.5261,41.84,up
CPSF2,3,0.276,0.123,2.24,0.0251882464047744,0.0491336806615837,89.9,0.0377,19.84,up
CTD-2010I16.1,3,-0.353,0.158,-2.24,0.0251882876414881,0.0491336806615837,36.2,0.0294,3.13,down
HPS6,3,0.103,0.046,2.24,0.0251891709009213,0.0491336806615837,15.9,0.0011,2.38,up
WWP1P1,3,-0.486,0.217,-2.24,0.0252150136889361,0.0491799912884774,90.7,0.1272,21.56,down
INMT-MINDY4,3,-0.312,0.139,-2.24,0.025232852915872,0.0492106851543488,82.3,0.0415,11.31,down
RPLP0P6,3,0.089,0.04,2.24,0.0252718061285543,0.049282548289181,0,0,0.16,up
TM7SF2,3,0.148,0.066,2.24,0.0252913531414668,0.0493165585746436,10.5,0.0017,2.24,up
AC096649.2,3,-0.301,0.134,-2.24,0.02531116374048,0.0493510771281773,59.3,0.0297,4.92,down
ZNF384,3,-0.056,0.025,-2.24,0.0253162051323393,0.0493567956977539,0,0,0.06,down
DCAKD,3,-0.443,0.198,-2.24,0.0253361833055935,0.049391631828834,92.9,0.104,28.09,down
AC009299.5,3,-0.73,0.327,-2.24,0.0253411488953866,0.0493971983089438,94.9,0.3021,38.93,down
POLE4,3,0.502,0.224,2.24,0.0253480559049279,0.0494065479332604,95.9,0.144,49.08,up
SFXN3,3,-0.491,0.219,-2.24,0.0253537461572671,0.0494135245854188,95,0.1351,40.11,down
RP11-566E18.1,3,-0.359,0.161,-2.24,0.0253626409199444,0.0494267450295521,81.8,0.0598,10.96,down
RYR3,3,-0.36,0.161,-2.23,0.025425408838277,0.0495449426034484,68.8,0.0505,6.41,down
ZDHHC20P4,3,0.127,0.057,2.23,0.0254310152653941,0.0495517426625278,0,0,0.95,up
DUSP9,3,1.676,0.75,2.23,0.0254511114188645,0.0495867721351809,94.3,1.5824,35.34,up
SNORD14C,2,0.534,0.239,2.23,0.0254562573823968,0.0495926705280066,0,0,0.25,up
RP11-255E6.6,2,0.838,0.375,2.23,0.0254899812535891,0.0496542374274167,89.2,0.2512,9.3,up
CHML,3,-0.225,0.101,-2.23,0.0254935416442132,0.049657040801247,66,0.0176,5.88,down
CTD-2207O23.12,3,-0.536,0.24,-2.23,0.0255176236201889,0.049699812906648,92.1,0.1546,25.21,down
COG4,3,0.156,0.07,2.23,0.0255251191444326,0.0497102757114828,75.3,0.0105,8.11,up
A1BG,3,-0.21,0.094,-2.23,0.0255322305949001,0.0497199888525096,0,0,1.75,down
SLC39A14,3,-0.218,0.098,-2.23,0.0255417915713222,0.0497344700460059,55,0.0139,4.44,down
RNF13,3,-0.17,0.076,-2.23,0.0255440472175455,0.0497347252196225,67.6,0.0104,6.16,down
CTD-3214H19.4,3,0.098,0.044,2.23,0.0255546765930002,0.0497512827981988,23.6,0.0015,2.62,up
RAB3D,3,0.266,0.119,2.23,0.0255593522391343,0.0497562475314673,82.9,0.0269,11.67,up
FGFBP3,3,-0.337,0.151,-2.23,0.025587595713913,0.0498037349990028,61.1,0.0377,5.14,down
GKAP1,3,-0.629,0.282,-2.23,0.025588001231706,0.0498037349990028,90,0.19,20.04,down
SNX22,3,0.587,0.263,2.23,0.0255923707586739,0.0498080983613067,96.8,0.1971,62.47,up
HEATR3,3,0.764,0.342,2.23,0.0256060549075546,0.0498305876906596,97.4,0.341,76.3,up
SDHAF3,3,0.311,0.139,2.23,0.0256123494776847,0.0498358106426043,85.2,0.0472,13.51,up
EIF4A1P5,3,0.792,0.355,2.23,0.0256129966184447,0.0498358106426043,91.6,0.3463,23.93,up
LACTB,3,0.359,0.161,2.23,0.025621295659934,0.0498478150019444,94.7,0.0707,37.85,up
NAP1L2,3,-0.606,0.272,-2.23,0.0256365416249842,0.0498733319121793,91.4,0.1911,23.36,down
TNIP2,3,0.59,0.264,2.23,0.0257006283925777,0.0499910415218958,97.4,0.2036,77.44,up
AC007229.3,3,0.267,0.12,2.23,0.0257033141776578,0.0499910415218958,66.3,0.0278,5.93,up
NFAT5,3,-0.523,0.234,-2.23,0.0257034549001469,0.0499910415218958,94.9,0.1558,39.11,down
ARHGEF3,3,0.406,0.182,2.23,0.0257182721155922,0.0500115610855295,96,0.0823,50.18,up
FAM151A,3,0.896,0.402,2.23,0.0257182781130165,0.0500115610855295,93.1,0.4423,29.2,up
TSC1,3,-0.163,0.073,-2.23,0.0257450929098661,0.0500591393126446,71.6,0.0111,7.04,down
RAP2C,3,0.327,0.147,2.23,0.0257470219712179,0.0500591393126446,90.2,0.0563,20.32,up
RP11-77P6.2,3,-0.548,0.246,-2.23,0.0257569357345716,0.0500742553451198,83,0.1294,11.77,down
LRRC8C,3,-0.78,0.35,-2.23,0.0257680091449057,0.0500916231583705,96.9,0.3355,65.2,down
EIF3I,3,0.337,0.151,2.23,0.0257810222367511,0.0501127584107039,92.9,0.0616,28.34,up
CACNA1G,3,-1.112,0.499,-2.23,0.0257837351260173,0.0501138704388026,93.7,0.5261,31.79,down
SREBF1,3,0.395,0.177,2.23,0.0258116780421139,0.0501640158810995,88.5,0.0814,17.34,up
PTPN20CP,3,-0.7,0.314,-2.23,0.0258150176474778,0.0501663413672429,52.5,0.1516,4.21,down
SLCO4C1,3,-1.914,0.859,-2.23,0.0258179956263744,0.0501679637766911,89.3,1.9492,18.67,down
PDRG1,3,0.225,0.101,2.23,0.0258217051656902,0.0501710073226794,78.3,0.0226,9.21,up
PTGDR,2,-1.309,0.587,-2.23,0.0258294412305156,0.0501818731650045,92.9,0.6429,14.14,down
RP11-417N10.5,2,-0.267,0.12,-2.23,0.0258329837795786,0.0501845906469839,0,0,0.68,down
AGPS,3,0.183,0.082,2.23,0.0258472580774577,0.0502081540399309,68.4,0.013,6.33,up
BOD1,3,-0.165,0.074,-2.23,0.0258726447898538,0.0502532975344912,80.2,0.0106,10.11,down
RP11-307P22.1,3,0.731,0.328,2.23,0.0258939514807158,0.050290509434338,83.4,0.2443,12.05,up
WRAP73,3,0.243,0.109,2.23,0.0259436151150115,0.0503827846546627,81.4,0.0265,10.77,up
RP4-678D15.1,3,-0.825,0.37,-2.23,0.0259594486520824,0.0504090249527064,90.7,0.3232,21.57,down
LYPLA1,3,0.357,0.16,2.23,0.0259614338429591,0.0504090249527064,87.5,0.0663,15.96,up
CTD-2270N23.1,3,-0.093,0.042,-2.23,0.0259796494901437,0.0504402102442378,0,0,1.13,down
MRPL51,3,0.478,0.215,2.23,0.0260036885406841,0.0504826957247366,96.7,0.1328,60.65,up
KMT5C,3,-0.363,0.163,-2.23,0.026020011142261,0.0505101949439578,79.1,0.06,9.56,down
AASDHPPT,3,0.222,0.1,2.23,0.026035093713677,0.0505352826487118,78.2,0.021,9.16,up
AC005606.15,3,0.549,0.247,2.23,0.0260416403617854,0.0505437989577177,94.9,0.1707,39.04,up
AC104297.1,3,0.364,0.164,2.23,0.0260517420581991,0.0505587907162864,89.8,0.0708,19.6,up
MDFI,3,1.492,0.67,2.23,0.0260536841561179,0.0505587907162864,97.5,1.2782,81.41,up
TRIM67,2,-1.037,0.466,-2.23,0.0260664275404109,0.0505793271131863,79.8,0.3502,4.95,down
RP11-192M23.1,2,-0.469,0.211,-2.22,0.0260836236038919,0.0506084993736846,0,0,0.95,down
CDHR2,3,0.692,0.311,2.22,0.0260894532579134,0.0506156150600443,85.7,0.2442,14.01,up
TRAK2,3,-0.383,0.172,-2.22,0.0261019698218204,0.0506357016291533,90.6,0.0722,21.29,down
DOK2,2,0.486,0.218,2.22,0.0261271509011795,0.0506803509650074,83.9,0.0804,6.19,up
FTLP2,2,-0.227,0.102,-2.22,0.0261347159185004,0.0506908248352122,0,0,0.58,down
QRICH2,3,-0.364,0.164,-2.22,0.0261621807315773,0.0507398913625097,65.6,0.0498,5.82,down
NOP10,3,0.358,0.161,2.22,0.0261853988601455,0.0507807142670157,93.3,0.0689,29.67,up
F13A1,2,-0.267,0.12,-2.22,0.0261890629409908,0.0507836128550077,46.6,0.0144,1.87,down
RASGRP4,2,-0.307,0.138,-2.22,0.0261920605374133,0.050785218679724,78.2,0.0302,4.6,down
CTD-2616J11.14,2,0.362,0.163,2.22,0.0261952084258433,0.0507871156237011,13.1,0.0106,1.15,up
SPATA1,3,-0.259,0.116,-2.22,0.0262125702365308,0.050816567839913,66,0.0239,5.88,down
AC024592.12,3,0.268,0.121,2.22,0.0262198205769238,0.0508264143661153,83.5,0.0358,12.13,up
RPL30P14,2,-0.304,0.137,-2.22,0.0262243737985108,0.0508310314026114,0,0,0.66,down
BCAR1,3,0.238,0.107,2.22,0.0262385434901376,0.0508542858553263,55.8,0.0176,4.53,up
BCL2L2-PABPN1,3,0.214,0.096,2.22,0.0262488076051606,0.0508699674831695,88.6,0.0235,17.51,up
HSP90AB1,3,0.172,0.077,2.22,0.0262696224500189,0.0509060920473918,71.8,0.011,7.08,up
RPL12P12,3,-0.158,0.071,-2.22,0.0262890820009646,0.0509380456163555,0,0,0.07,down
TSKS,2,-0.73,0.329,-2.22,0.0262904638018201,0.0509380456163555,37.4,0.101,1.6,down
PSIP1,3,-0.279,0.126,-2.22,0.0262993742120599,0.0509486673136243,84.9,0.0355,13.28,down
RP11-478C19.2,3,0.51,0.229,2.22,0.0263002988516313,0.0509486673136243,96.9,0.1517,65.05,up
METTL24,2,-1.337,0.602,-2.22,0.0263219214798401,0.0509863351197002,90.9,0.6615,10.95,down
FAM160B1,3,-0.163,0.073,-2.22,0.0263258263752705,0.0509896797632556,70.4,0.0108,6.75,down
WWTR1-AS1,3,0.251,0.113,2.22,0.0263304840048219,0.0509944816802247,53.1,0.019,4.27,up
LSM6,3,0.175,0.079,2.22,0.0263357417489437,0.0510004449537577,65.4,0.0106,5.78,up
API5P1,3,0.161,0.072,2.22,0.0263479731315786,0.0510199109138162,44.3,0.0068,3.59,up
MYO1E,3,0.455,0.205,2.22,0.0263816300001415,0.0510808582856337,96.3,0.118,54.67,up
PPT1,3,0.172,0.078,2.22,0.0263856720963965,0.0510844593585762,73.5,0.0116,7.56,up
ACOT2,3,-0.826,0.372,-2.22,0.0263881014012439,0.0510849376200561,94.3,0.3867,35.03,down
COL1A1,3,-0.758,0.341,-2.22,0.0263907012346569,0.0510857459027605,73.6,0.2047,7.58,down
TBC1D2B,3,-0.25,0.113,-2.22,0.0263938790188481,0.0510876727263284,87.3,0.0287,15.72,down
PRPSAP2,3,0.204,0.092,2.22,0.0264043842275437,0.0511037809328293,86.4,0.0202,14.76,up
RP11-574K11.32,3,0.258,0.116,2.22,0.0264321354197593,0.0511531601706927,91.5,0.0351,23.41,up
BST2,2,0.99,0.446,2.22,0.0264343535563455,0.0511531601706927,92.8,0.37,13.91,up
AF131215.2,3,-0.321,0.144,-2.22,0.0264364531481499,0.0511531601706927,78.8,0.0439,9.42,down
CTD-2033D15.3,3,-0.25,0.113,-2.22,0.0264543612377763,0.0511835806442769,0,0,0.08,down
RP11-322E11.6,3,0.461,0.208,2.22,0.0264598437604974,0.0511899572388003,85.4,0.1072,13.72,up
RPL37,3,-0.185,0.083,-2.22,0.026479993578251,0.0512247061956267,68.9,0.0133,6.44,down
MAN1B1,3,-0.204,0.092,-2.22,0.0264846563586451,0.0512294927036459,83.1,0.0191,11.84,down
LIX1L,3,-0.29,0.131,-2.22,0.0265167168747515,0.0512872697117292,79.8,0.0376,9.88,down
RGS20,3,1.367,0.616,2.22,0.0265195090426589,0.0512884325164906,98.5,1.115,135.52,up
ANKAR,3,-0.498,0.224,-2.22,0.0265581871809675,0.051358992459254,89.8,0.1257,19.67,down
MIIP,3,0.149,0.067,2.22,0.0265717135572442,0.051380905556049,28.2,0.0039,2.79,up
PPIB,3,0.59,0.266,2.22,0.0265934577022957,0.051418704167262,97,0.2014,67.33,up
IER5,3,0.366,0.165,2.22,0.0266150009087005,0.0514519388463084,90.9,0.0638,22.1,up
ATP5J,3,0.481,0.217,2.22,0.0266174756161888,0.0514519388463084,96.2,0.1348,52.35,up
LBX2-AS1,3,-0.162,0.073,-2.22,0.0266175546170791,0.0514519388463084,0,0,1.29,down
RP4-669L17.8,3,0.9,0.406,2.22,0.0266194383086694,0.0514519388463084,90,0.4329,20.06,up
MRPL2P1,2,0.279,0.126,2.22,0.0266573272124075,0.0515209191475599,0,0,0.33,up
ANKRD27,3,-0.283,0.128,-2.22,0.026677851843729,0.0515563307033644,93,0.0374,28.6,down
UNC13B,3,0.057,0.026,2.22,0.0267090180728707,0.0516123001541877,0,0,0.32,up
NOXO1,3,0.679,0.306,2.22,0.0267114463769584,0.0516127320048056,87.1,0.2392,15.48,up
RP11-1079K10.4,3,0.334,0.151,2.22,0.0267146609832,0.0516146829775279,88.8,0.0555,17.85,up
DNAJC6,3,-0.286,0.129,-2.22,0.0267357166975643,0.0516511011119322,58.6,0.0266,4.83,down
ASAP1-IT2,2,-0.403,0.182,-2.21,0.0267666088785196,0.0517065148735159,0,0,0.1,down
LINC01819,3,-0.244,0.11,-2.21,0.0267812124763429,0.0517304565441629,0,0,0.32,down
UPK2,3,-0.362,0.164,-2.21,0.0268250531509974,0.0518108637963448,64.9,0.0491,5.7,down
CTC-529I10.2,3,-0.36,0.163,-2.21,0.0268324504539599,0.0518208755611539,73.2,0.0564,7.46,down
SRRD,3,0.128,0.058,2.21,0.026848896534185,0.0518483599215259,71.8,0.0061,7.09,up
ICAM1,3,0.8,0.361,2.21,0.0268609057014255,0.0518672722564274,90.7,0.2838,21.55,up
BOLA3,3,0.526,0.238,2.21,0.0268654732553524,0.0518718132163101,92,0.1372,25.15,up
RP11-665C16.9,3,0.542,0.245,2.21,0.0268711581401787,0.0518785105899747,96.6,0.1728,59.28,up
PTS,3,0.403,0.182,2.21,0.0268943362918962,0.0519189772601845,95.8,0.0921,47.88,up
GLCE,3,-0.285,0.129,-2.21,0.0268993951403539,0.0519244611891271,87,0.0381,15.35,down
SELENON,3,0.095,0.043,2.21,0.0269095463964812,0.0519397733835116,0,0,0.42,up
PAPPA2,3,-1.539,0.695,-2.21,0.0269165916448971,0.0519490884504408,83.5,1.083,12.1,down
PLRG1,3,0.314,0.142,2.21,0.0269227851184221,0.051956758189377,93.2,0.0538,29.25,up
RPLP1,3,-0.262,0.118,-2.21,0.0269350726581946,0.0519761862876662,71.8,0.0284,7.1,down
ITGB5,3,-0.373,0.169,-2.21,0.0269415369580552,0.0519843750948826,93.6,0.0778,31.14,down
GAR1,3,0.36,0.163,2.21,0.026949689031379,0.0519943521440646,90.7,0.0699,21.46,up
ZNF253,3,-0.659,0.298,-2.21,0.0269511499387449,0.0519943521440646,96.4,0.249,56.17,down
RP11-77O7.1,3,-0.209,0.095,-2.21,0.0269634422706555,0.0520137799846538,0,0,0.6,down
ZFP30,3,-0.441,0.199,-2.21,0.0270068461991457,0.0520932154479071,93.5,0.1022,30.9,down
PNPLA5,3,-2.822,1.276,-2.21,0.0270246972448343,0.0521233532013121,88.7,4.2929,17.73,down
DDX27,3,0.129,0.058,2.21,0.0270316968390266,0.0521325581895514,68.2,0.006,6.28,up
NRBF2P3,3,0.654,0.296,2.21,0.027035027724078,0.0521346868764265,82.5,0.2036,11.43,up
CCDC112,3,-0.114,0.052,-2.21,0.0270461068239931,0.0521517557366437,0,0,1.38,down
ULBP3,3,0.555,0.251,2.21,0.0270624944745432,0.0521790571744157,70.3,0.1306,6.74,up
CSF3R,2,0.718,0.325,2.21,0.0270651447671078,0.0521798693669269,70.2,0.156,3.35,up
AC005351.1,2,-0.583,0.264,-2.21,0.0271017709283972,0.0522461793348307,0,0,0.14,down
IRAK1BP1,3,-0.248,0.112,-2.21,0.027122364000659,0.0522815727018633,84.6,0.0306,13.03,down
XAB2,3,-0.216,0.098,-2.21,0.0271526907535508,0.0523308674110446,73.8,0.0207,7.64,down
PMP22,3,-0.874,0.395,-2.21,0.0271532647013528,0.0523308674110446,95.4,0.3491,43.93,down
MBLAC2,3,-0.088,0.04,-2.21,0.0271546433611841,0.0523308674110446,0,0,1.16,down
SPAG4,2,-0.299,0.135,-2.21,0.0271714018386973,0.0523588529504499,0,0,0.01,down
TRIP6,3,0.219,0.099,2.21,0.0271768845040088,0.0523610712694699,81.7,0.0228,10.93,up
RP3-337H4.10,3,0.252,0.114,2.21,0.0271770266104515,0.0523610712694699,65.1,0.024,5.74,up
DNMT3A,3,-0.125,0.057,-2.21,0.0271982982066839,0.0523977419735218,49.7,0.0047,3.98,down
AC011558.5,3,0.68,0.308,2.21,0.0272283980365194,0.0524448689580225,96.2,0.2721,53.06,up
LL0XNC01-7P3.1,3,-0.217,0.098,-2.21,0.0272284478767357,0.0524448689580225,20.6,0.0065,2.52,down
KRT42P,3,0.994,0.45,2.21,0.0272294817085653,0.0524448689580225,79.3,0.4286,9.68,up
DRG1,3,0.211,0.095,2.21,0.027246730185751,0.0524737726794114,87.8,0.0225,16.46,up
E2F5,3,0.169,0.076,2.21,0.02726581861266,0.0525062148653963,64.5,0.0108,5.64,up
GYS1,3,0.639,0.289,2.21,0.0273083481524334,0.0525837889199895,98.3,0.2464,118.1,up
RP11-264M12.2,3,-0.323,0.146,-2.21,0.0273113217794465,0.0525851893021109,81,0.0473,10.53,down
LMF1-AS1,2,-0.282,0.128,-2.21,0.027317678989109,0.0525931036644504,0,0,0.02,down
NOMO2,3,0.227,0.103,2.21,0.0273260475121013,0.0525988186549764,81.3,0.0218,10.67,up
RP11-731C17.2,3,-0.25,0.113,-2.21,0.0273264766573723,0.0525988186549764,0,0,1.61,down
PDSS2,3,0.198,0.09,2.21,0.0273273882900518,0.0525988186549764,84.4,0.0194,12.84,up
CASC10,3,-0.281,0.127,-2.21,0.027332058743132,0.0526034829497639,56.9,0.0254,4.64,down
NUTM2G,3,-0.523,0.237,-2.21,0.0273483896452473,0.052630586419401,72.1,0.1097,7.17,down
NPIPB7,2,-1.958,0.888,-2.21,0.0273515990107543,0.0526324357782777,96.7,1.5247,30.43,down
STXBP3,3,-0.092,0.042,-2.21,0.0273539507858843,0.0526326347153349,8.7,5e-04,2.19,down
AC007228.9,3,-0.332,0.15,-2.21,0.0273676698805137,0.0526547040546515,49.7,0.0352,3.97,down
TMEM98,3,-0.419,0.19,-2.21,0.0274303514399242,0.0527709645674872,92,0.0891,24.85,down
RP11-680H20.1,3,0.487,0.221,2.2,0.0274936319567865,0.0528883581622495,96.2,0.1391,52.16,up
ANKRD46,3,-0.308,0.14,-2.2,0.0275455411280551,0.0529838596767989,89.3,0.0483,18.74,down
LPP-AS2,3,-0.399,0.181,-2.2,0.0275527525995558,0.0529915094251518,79,0.0645,9.52,down
MIR1539,3,-0.423,0.192,-2.2,0.0275540455689242,0.0529915094251518,87.1,0.0899,15.47,down
TSSC2,3,-0.863,0.391,-2.2,0.0275591597002731,0.052993007433902,92.5,0.4171,26.82,down
TBC1D31,3,0.277,0.126,2.2,0.0275593520654587,0.052993007433902,86.1,0.0363,14.35,up
TPI1,3,0.715,0.325,2.2,0.0275687269767497,0.0530066800656045,98.3,0.3096,117.48,up
FAM217B,3,0.307,0.139,2.2,0.0275800370243711,0.0530240708527844,89.5,0.0465,18.99,up
TMEM175,3,-0.199,0.09,-2.2,0.0276251584539766,0.0531064576044296,58,0.0131,4.76,down
CDC42P6,3,0.244,0.111,2.2,0.0276338165343165,0.0531187396330937,84.6,0.0299,12.95,up
SLC25A38P1,2,-0.198,0.09,-2.2,0.0276457835114469,0.0531373796058347,0,0,0.15,down
TTC21B,3,-0.593,0.269,-2.2,0.0276791294863542,0.0531971052665078,95.5,0.1924,44.63,down
RNF126,3,0.349,0.159,2.2,0.0276891081886619,0.0532094510720503,87.2,0.0644,15.67,up
PER1,3,-0.81,0.368,-2.2,0.027690099233616,0.0532094510720503,89.9,0.363,19.71,down
TBC1D15,3,-0.223,0.101,-2.2,0.0276924307482146,0.0532095634396254,77.3,0.0206,8.82,down
HUNK,3,-0.944,0.429,-2.2,0.0277042025824392,0.053227813382495,96.3,0.4015,53.81,down
BRAF,3,-0.342,0.155,-2.2,0.0277115000068144,0.0532374643955288,92.2,0.0601,25.77,down
TRIM9,3,-0.743,0.337,-2.2,0.0277217409804336,0.0532527683087944,86,0.2616,14.27,down
ZNF684,3,-0.146,0.066,-2.2,0.0277359100886301,0.0532733480512667,30.8,0.0042,2.89,down
TMEM191B,3,0.265,0.12,2.2,0.0277370056836618,0.0532733480512667,0,0,0.07,up
C5orf30,3,-0.357,0.162,-2.2,0.0277557875063696,0.0533050479724839,89.2,0.0617,18.58,down
ZFP36L2,3,-0.343,0.156,-2.2,0.0277595863661365,0.0533079702415825,92.6,0.0626,27.15,down
FAM35A,3,-0.14,0.063,-2.2,0.02776264729152,0.0533087276615873,76.5,0.008,8.49,down
LINC00992,3,-0.546,0.248,-2.2,0.0277645353347034,0.0533087276615873,62.9,0.1069,5.4,down
CCDC103,3,0.126,0.057,2.2,0.0278076211668444,0.0533870748703896,0,0,1.34,up
MRPL55,3,0.275,0.125,2.2,0.027821539469288,0.0534094158960605,86.1,0.0392,14.43,up
CLTCL1,3,-0.096,0.044,-2.2,0.027830330310404,0.0534219108024802,0,0,1.18,down
BEND6,3,0.213,0.097,2.2,0.0278448443756359,0.0534453888151246,0,0,1.8,up
AC007560.1,2,-0.148,0.067,-2.2,0.0278689020393129,0.0534871794571023,0,0,0.24,down
RP1-30M3.5,3,0.319,0.145,2.2,0.0278952637636429,0.0535333849354908,79.7,0.047,9.85,up
CFAP157,3,-0.322,0.146,-2.2,0.027916587134869,0.0535699146028485,85.9,0.0549,14.14,down
FAM92A,3,-0.382,0.174,-2.2,0.0279522019380845,0.053632438507007,88,0.0705,16.73,down
AKAP13,3,-0.451,0.205,-2.2,0.0279537520707417,0.053632438507007,95.4,0.107,43.88,down
TSPAN17,3,0.441,0.201,2.2,0.0279612239122475,0.0536423775251435,94.1,0.1081,33.63,up
MARCH6,3,-0.326,0.148,-2.2,0.027974484047123,0.0536634185904371,96.1,0.0622,51.53,down
ULK4P2,2,-0.728,0.331,-2.2,0.027989458620362,0.0536877447430395,80.7,0.1787,5.19,down
NUDT4P1,3,0.562,0.256,2.2,0.0280011414435946,0.0537057533841136,95.9,0.1857,48.59,up
NOV,3,-0.587,0.267,-2.2,0.0280130789471205,0.0537242475072214,82.2,0.1423,11.21,down
THNSL2,3,-0.598,0.272,-2.2,0.0280341368479068,0.0537602285141846,57.3,0.1237,4.69,down
GPR87,3,0.318,0.145,2.2,0.0280459027077758,0.0537773957786744,92.4,0.0562,26.36,up
EMX2,3,-0.882,0.401,-2.2,0.0280476835858787,0.0537773957786744,94.5,0.4382,36.46,down
UGT1A6,3,0.725,0.33,2.2,0.028069046673506,0.0538139486961591,91.7,0.2735,24.24,up
VAMP4,3,-0.38,0.173,-2.2,0.0280880375471971,0.0538459479929848,92.6,0.0795,26.94,down
RP11-385F5.4,3,-0.144,0.066,-2.2,0.0280985102039895,0.0538616136067139,42.6,0.0054,3.48,down
ATP5A1,3,0.329,0.15,2.2,0.0281038727568236,0.0538674819753118,94.3,0.061,35,up
RP11-120B7.1,3,-0.259,0.118,-2.19,0.0281702052570978,0.0539902026251353,69.2,0.0286,6.49,down
KIAA1549L,3,-0.884,0.403,-2.19,0.0281832836099297,0.0540096669819937,95.7,0.4082,46.24,down
CD27-AS1,3,-0.361,0.165,-2.19,0.0281849755159142,0.0540096669819937,77.6,0.0573,8.92,down
FCER1G,2,0.744,0.339,2.19,0.0282227444131652,0.0540776151238262,90,0.208,10.01,up
GCDH,3,0.143,0.065,2.19,0.0282362130179555,0.0540989941510329,44.3,0.0055,3.59,up
CCNE1,3,1.607,0.733,2.19,0.0282497670357302,0.0541205333120066,98.9,1.5898,175.25,up
COPS7A,3,0.209,0.095,2.19,0.0282730984674812,0.0541607988564048,87.5,0.0215,15.97,up
PFDN5,3,-0.182,0.083,-2.19,0.0282973441482749,0.0542028090309276,74,0.0131,7.7,down
PCBP4,3,-0.346,0.158,-2.19,0.0283103036351089,0.0542231956958161,87.2,0.0562,15.61,down
UBA52P3,2,0.195,0.089,2.19,0.0283258019660993,0.0542484413175503,0,0,0.11,up
RP11-293A21.1,2,-0.351,0.16,-2.19,0.0283325525781724,0.0542569308984323,37.3,0.0203,1.59,down
EEF2K,3,-0.805,0.367,-2.19,0.0283398053790332,0.0542663807049315,96.4,0.3741,55.12,down
ZBTB44,3,-0.318,0.145,-2.19,0.0283461490419471,0.0542725384780156,91.4,0.0557,23.19,down
MYL5,3,0.346,0.158,2.19,0.0283476580789738,0.0542725384780156,87.8,0.0611,16.46,up
SLIRP,3,0.444,0.203,2.19,0.0283590168532595,0.0542898450701628,95.5,0.1157,44.43,up
LMBRD2,3,-0.27,0.123,-2.19,0.028378061782829,0.0543218618263345,81.9,0.0331,11.04,down
DLEU2_1,2,0.447,0.204,2.19,0.0283975615712134,0.0543540669036879,0,0,0.01,up
TNNI3,3,-0.693,0.316,-2.19,0.0283995297662868,0.0543540669036879,70.4,0.1994,6.75,down
RAD23A,3,-0.08,0.037,-2.19,0.0284060747171379,0.0543621487126783,0,0,0.62,down
XDH,3,1.623,0.741,2.19,0.028415976008905,0.0543766518754563,97.1,1.5899,70,up
HIST1H3PS1,2,0.185,0.084,2.19,0.0284358380626776,0.0544102119674039,0,0,0.34,up
RP11-158M2.3,3,-0.474,0.216,-2.19,0.0284793954211895,0.0544891023632713,91,0.1072,22.26,down
RPS26P3,3,0.367,0.167,2.19,0.0284886350972644,0.0545023258411134,53.8,0.0453,4.33,up
ACTBP7,2,0.212,0.097,2.19,0.0284940293668411,0.0545081910148225,0,0,0.57,up
ZBTB3,3,-0.416,0.19,-2.19,0.0284975756549364,0.0545105203878416,92.5,0.0879,26.57,down
MDH1,3,0.283,0.129,2.19,0.0285392446425776,0.0545857650002532,90.5,0.043,20.95,up
ZNF66,3,-0.7,0.32,-2.19,0.0285524008880334,0.0546064666983639,92.1,0.2771,25.44,down
CKLF-CMTM1,3,0.332,0.152,2.19,0.0285603904465764,0.0546172845326287,88.1,0.0538,16.85,up
RP11-823E8.3,3,0.265,0.121,2.19,0.028587717575327,0.0546650776605809,44.9,0.0192,3.63,up
RP11-798G7.8,2,-0.663,0.303,-2.19,0.0285905779742179,0.0546660818262245,61.6,0.118,2.6,down
ANXA2P2,3,-0.121,0.055,-2.19,0.0285983872643772,0.0546725802429599,44.6,0.0039,3.61,down
RP5-1142A6.7,3,0.236,0.108,2.19,0.0285986477455271,0.0546725802429599,30.2,0.0111,2.86,up
SLC25A18,3,-1.209,0.552,-2.19,0.028616992060695,0.05470318203077,89.1,0.8011,18.31,down
